Artist Name;Popularity;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;Class
Kitten;36.0;0.531;0.826;-5.13;0.0391;0.00386;2.1e-05;0.48;0.455;90.035;6
Billy F Gibbons;40.0;0.484;0.475;-9.647;0.0287;0.00632;0.00124;0.14;0.33;100.042;2
Keane;61.0;0.399;0.854;-4.97;0.0294;0.00107;3.96e-06;0.0893;0.872;172.478;10
Kroi;32.0;0.669;0.8;-4.857;0.0456;0.0221;5.12e-05;0.26;0.425;113.027;9
Foals;66.0;0.495;0.931;-5.336;0.0469;0.0025;0.0819;0.246;0.617;104.05;1
TOOL;59.0;0.44;0.568;-8.54;0.0293;0.00442;0.84;0.119;0.248;118.389;8
The Anix;47.0;0.4;0.906;-4.761;0.058;5.12e-05;0.657;0.278;0.227;100.052;10
Imagine Dragons;83.0;0.605;0.822;-4.833;0.0438;0.00671;0.134;0.147;0.288;167.997;9
Ronan Keating;25.0;0.481;0.895;-3.073;0.0703;0.0707;;0.953;0.43;119.932;9
Nap Eyes;11.0;0.34;0.708;-4.494;0.0426;0.0058;7.42e-05;0.0778;0.475;117.092;1
Bones Owens;38.0;0.662;0.73;-5.385;0.0259;0.0131;0.000553;0.0328;0.843;98.975;10
High Wire;13.0;0.315;0.973;-3.882;0.257;0.000742;;0.482;0.448;184.993;10
The Suitcase Junket;25.0;0.567;0.793;-7.004;0.0368;0.324;5.27e-06;0.0742;0.441;114.972;2
The Meters;64.0;0.507;0.763;-12.732;0.0945;0.172;0.886;0.324;0.708;176.193;10
Mastodon;34.0;0.314;0.863;-7.2;0.0477;1.27e-06;0.685;0.0886;0.256;134.815;8
Wand;37.0;0.631;0.883;-6.683;0.0567;0.242;0.454;0.11;0.38;108.005;6
Amaranthe;55.0;0.436;0.95;-7.182;0.0589;0.000521;2.94e-05;0.1;0.561;180.087;8
New Portals;48.0;0.59;0.214;-12.023;0.0412;0.895;0.00986;0.105;0.167;134.804;0
chloe moriondo;61.0;0.523;0.537;-4.958;0.0274;0.0499;;0.222;0.167;91.728;6
The Kills;55.0;0.677;0.743;-5.876;0.0611;0.0135;0.00222;0.0581;0.469;127.971;6
Kacey Musgraves;65.0;0.448;0.649;-5.925;0.0434;0.418;;0.0976;0.575;195.925;4
Albert Collins;29.0;0.586;0.816;-8.036;0.0886;0.293;0.000811;0.0726;0.701;97.538;2
Tim Hardin;26.0;0.449;0.246;-14.743;0.0392;0.944;0.00024;0.417;0.226;110.614;10
God Is An Astronaut;40.0;0.391;0.684;-11.35;0.0302;0.000724;0.806;0.0913;0.283;107.074;8
Siouxsie and the Banshees;60.0;0.457;0.93;-4.544;0.0673;0.0309;6.27e-05;0.135;0.294;139.819;1
Ice Prince;59.0;0.629;0.741;-1.521;0.146;0.532;;0.119;0.816;103.715;9
Backstreet Boys;43.0;0.422;0.396;-9.048;0.0306;0.579;;0.12;0.319;141.098;9
Primal Scream;31.0;0.426;0.92;-5.503;0.0447;0.000114;0.00412;0.335;0.688;127.532;6
Eric Clapton;48.0;0.42;0.398;-13.626;0.025;0.219;0.36;0.258;0.267;77.689;10
Faraquet;25.0;0.338;0.723;-5.889;0.0439;0.29;0.0832;0.169;0.163;107.225;10
Red Sun Rising;42.0;0.526;0.761;-6.151;0.0258;7.54e-05;0.907;0.109;0.282;100.057;10
Saint Agnes;41.0;0.438;0.778;-7.452;0.0683;0.00269;0.779;0.0893;0.457;95.775;10
U2;59.0;0.565;0.764;-9.43;0.0351;0.0139;0.00488;0.079;0.686;100.891;10
Stereophonics;65.0;0.508;0.826;-4.088;0.0405;0.018;;0.28;0.404;120.854;10
Govinda;48.0;0.527;0.523;-11.451;0.0871;0.11;0.597;0.162;0.456;159.878;0
Within The Ruins;45.0;0.441;0.994;-2.934;0.239;7.25e-05;0.000147;0.382;0.0478;139.931;8
Superflat;37.0;0.665;0.861;-6.808;0.209;0.00392;0.69;0.117;0.698;123.058;6
Bebe Rexha;58.0;0.562;0.565;-5.111;0.044;0.438;;0.138;0.208;89.862;9
Will Smith;71.0;0.877;0.534;-6.178;0.15;0.0339;1.67e-05;0.0441;0.89;108.17;5
Backstreet Boys;36.0;0.417;0.538;-6.085;0.0285;0.358;;0.107;0.338;137.443;9
Erdling;40.0;0.514;0.926;-6.579;0.0349;2.3e-06;0.857;0.126;0.173;129.027;8
Civil Twilight;40.0;0.39;0.215;-11.473;0.0328;0.0849;0.316;0.0958;0.119;117.513;10
Amy Winehouse;74.0;0.403;0.422;-13.964;0.0373;0.134;2.05e-05;0.0861;0.378;122.728;10
JD Cliffe;25.0;0.696;0.451;-9.591;0.435;0.33;;0.0955;0.539;74.518;5
Jacky Terrasson;44.0;0.525;0.335;-15.751;0.0335;0.566;0.837;0.0931;0.285;106.444;7
Conway Twitty;50.0;0.354;0.276;-14.999;0.0295;0.745;1.35e-06;0.11;0.427;82.787;4
The Creation;38.0;0.356;0.899;-6.211;0.243;0.00755;;0.28;0.456;140.82;1
Old Dominion;66.0;0.758;0.867;-5.087;0.0475;0.152;;0.308;0.964;102.018;4
Plague Vendor;32.0;0.498;0.685;-5.732;0.0949;0.0113;0.000688;0.0875;0.628;163.171;1
Cihangir Aslan;45.0;0.542;0.521;-12.566;0.104;0.884;0.914;0.124;0.176;194.049;6
The Nice;20.0;0.4;0.52;-12.225;0.0323;0.0646;0.405;0.223;0.51;103.225;10
Phoebe Bridgers;64.0;0.215;0.263;-14.416;0.0378;0.947;0.00028;0.0919;0.307;172.332;6
Gucci Mane;52.0;0.86;0.71;-5.705;0.285;0.177;;0.0865;0.764;122.993;5
Ray Price;47.0;0.352;0.204;-15.414;0.0311;0.76;0.000426;0.327;0.524;83.342;4
bad tuner;34.0;0.689;0.72;-6.85;0.0365;0.00244;0.00272;0.111;0.399;120.0;6
Ricky Nelson;57.0;0.602;0.633;-9.756;0.0314;0.502;;0.0614;0.931;98.995;10
Wooden Shjips;41.0;0.383;0.475;-11.842;0.0278;0.00706;0.759;0.108;0.339;141.423;6
Karl Denson;15.0;0.593;0.849;-5.265;0.0392;0.0369;0.862;0.104;0.636;121.797;10
Grimes;62.0;0.533;0.9;-4.973;0.0495;0.00143;0.101;0.129;0.0795;99.983;6
Joan As Police Woman;40.0;0.679;0.769;-7.289;0.0415;0.158;0.198;0.07;0.83;134.933;1
Primal Scream;31.0;0.426;0.92;-5.503;0.0447;0.000114;0.00412;0.335;0.688;127.532;1
Chastity Belt;34.0;0.601;0.657;-8.673;0.0274;0.362;0.532;0.156;0.288;125.0;6
Foo Fighters;53.0;0.405;0.91;-5.441;0.0428;5.61e-05;2.63e-05;0.0652;0.575;151.915;10
Lainey Wilson;73.0;0.659;0.683;-5.623;0.0312;0.513;4.93e-06;0.133;0.397;139.931;1
Filter;63.0;0.541;0.775;-8.041;0.0297;0.00151;0.000222;0.178;0.271;98.992;10
Asha Bhosle;9.0;0.366;0.84;-4.319;0.217;0.891;0.00497;0.088;0.853;99.542;3
Chelsea Jade;39.0;0.763;0.524;-7.725;0.0759;0.0249;0.000137;0.117;0.411;93.998;6
Biffy Clyro;36.0;0.485;0.9;-4.89;0.0361;0.000691;0.107;0.112;0.351;131.36;10
The Hives;50.0;0.43;0.954;-4.541;0.105;0.261;0.00262;0.155;0.79;135.96;10
Crisix;22.0;0.607;0.878;-10.327;0.0973;0.000264;0.736;0.365;0.225;105.025;8
Santa Cruz;40.0;0.405;0.963;-2.115;0.133;0.000911;0.00476;0.188;0.403;175.068;10
The Dandy Warhols;68.0;0.584;0.931;-6.158;0.0344;0.00315;0.772;0.133;0.694;131.275;6
Jacques Burtin;24.0;0.57;0.0742;-22.896;0.0634;0.939;0.907;0.332;0.117;129.869;7
Carl Bagge Trio;43.0;0.527;0.303;-18.496;0.0365;0.763;0.883;0.0609;0.582;96.469;7
Skeleton Lipstick;22.0;0.608;0.738;-2.923;0.0332;0.361;0.00775;0.7;0.657;90.971;6
Taj Mahal;19.0;0.577;0.482;-11.352;0.0352;0.833;0.0999;0.0944;0.813;104.237;2
Rhythm Shaw;14.0;0.328;0.0699;-19.37;0.0425;0.908;0.843;0.0897;0.106;91.372;6
Aests;42.0;0.914;0.752;-8.085;0.0866;0.000507;0.606;0.3;0.614;135.053;6
Black Orchid Empire;30.0;0.498;0.496;-7.494;0.0291;0.00676;0.00149;0.623;0.153;140.019;10
OneRepublic;38.0;0.471;0.849;-5.563;0.0713;0.015;;0.109;0.196;116.404;10
MEDUZA;83.0;0.598;0.526;-8.659;0.0415;0.129;;0.14;0.529;123.935;9
Fu Manchu;37.0;0.381;0.897;-5.784;0.0924;0.000328;0.288;0.0592;0.554;146.056;8
Silvera;32.0;0.443;0.959;-7.182;0.0586;5.08e-06;0.000452;0.105;0.514;100.017;8
John Petrucci;43.0;0.47;0.974;-6.334;0.0617;0.00029;0.814;0.106;0.431;95.014;8
Fear Culture;29.0;0.524;0.955;-6.309;0.0986;1.9e-05;0.242;0.109;0.334;117.997;8
Bryce Vine;61.0;0.734;0.415;-8.593;0.0305;0.559;;0.0918;0.364;97.954;9
lavender;51.0;0.514;0.664;-7.482;0.12;0.811;0.09;0.348;0.511;86.096;6
Skip James;26.0;0.599;0.121;-18.501;0.0583;0.992;0.0419;0.0933;0.568;102.598;2
Daft Punk;58.0;0.812;0.516;-6.963;0.224;0.000369;1.09e-05;0.0991;0.633;127.498;6
Nirvana;64.0;0.479;0.865;-8.281;0.0339;3.1e-05;0.228;0.182;0.77;137.902;6
Smerz;43.0;0.866;0.48;-11.812;0.155;0.206;0.000163;0.0993;0.566;144.905;1
Ty Segall;36.0;0.2;0.86;-6.103;0.043;1.16e-05;0.0499;0.0794;0.524;89.774;10
Rocky Trail;59.0;0.549;0.418;-13.172;0.0423;0.788;0.123;0.112;0.692;171.98;0
Phoebe Green;52.0;0.636;0.774;-5.219;0.0449;0.00335;0.000344;0.076;0.906;109.999;9
Karma To Burn;42.0;0.282;0.963;-5.558;0.0584;0.000651;0.566;0.338;0.643;96.155;8
JAY-Z;68.0;0.88;0.814;-6.307;0.14;0.168;0.00672;0.0584;0.942;138.083;5
Stetsasonic;44.0;0.83;0.817;-6.539;0.077;0.00096;0.000677;0.112;0.622;107.908;5
Bernard Allison;5.0;0.677;0.72;-10.376;0.0957;0.224;0.00978;0.961;0.85;95.808;10
Giggs;53.0;0.482;0.834;-4.262;0.256;0.0888;;0.167;0.454;117.334;5
Jeff Buckley;72.0;0.324;0.136;-10.33;0.0318;0.931;0.00117;0.176;0.0831;97.256;10
Robert Plant;37.0;0.269;0.289;-15.028;0.0335;0.264;0.108;0.117;0.104;96.774;10
Klone;42.0;0.566;0.577;-5.868;0.0292;0.00449;6.32e-05;0.386;0.217;109.938;8
Stabbing Westward;52.0;0.572;0.859;-6.785;0.0352;2.94e-05;0.253;0.201;0.106;110.034;8
Burna Boy;68.0;0.724;0.806;-3.993;0.175;0.054;;0.053;0.449;102.924;9
"Christone ""Kingfish"" Ingram";51.0;0.532;0.473;-7.179;0.0295;0.647;8.03e-06;0.0753;0.345;145.072;2
Drive Like Jehu;30.0;0.335;0.996;-6.017;0.0808;1.98e-05;0.771;0.384;0.167;100.718;10
Sigrid;53.0;0.638;0.642;-4.422;0.0639;0.00153;4.07e-06;0.0826;0.676;165.984;9
Twelve;58.0;0.753;0.715;-7.437;0.0494;0.00839;0.0325;0.105;0.315;123.979;9
Snooky Pryor;34.0;0.66;0.696;-7.096;0.0367;0.448;0.00194;0.0621;0.598;110.016;2
Emmylou Harris;51.0;0.338;0.447;-11.091;0.0411;0.408;;0.402;0.326;79.005;0
Eric Clapton;41.0;0.552;0.827;-11.81;0.0363;0.0212;0.6;0.353;0.764;127.848;10
Thrice;27.0;0.394;0.846;-6.006;0.0409;0.000156;0.00236;0.145;0.347;144.094;10
Lake Street Dive;53.0;0.703;0.691;-6.121;0.0417;0.00544;0.0914;0.23;0.715;164.101;1
HYYTS;39.0;0.591;0.941;-3.519;0.136;0.0407;1.19e-05;0.113;0.421;107.923;9
Kishore Kumar;23.0;0.471;0.649;-9.742;0.0436;0.636;2.64e-06;0.333;0.707;111.535;3
Kali Uchis;55.0;0.695;0.687;-9.075;0.0728;0.0024;0.0181;0.174;0.786;159.03;5
MC5;45.0;0.345;0.811;-11.948;0.0654;0.0606;0.0466;0.357;0.625;142.834;1
Bantam Lyons;14.0;0.393;0.777;-6.206;0.0395;0.000969;0.85;0.0823;0.291;154.008;10
In Tua Nua;6.0;0.477;0.615;-14.173;0.0549;0.00369;0.239;0.519;0.393;130.716;1
Lil Ed & The Blues Imperials;31.0;0.627;0.719;-3.201;0.0287;0.128;0.00662;0.109;0.628;113.146;2
Leon Bridges;74.0;0.635;0.184;-10.785;0.0456;0.665;;0.146;0.177;128.424;9
The Jesus and Mary Chain;54.0;0.545;0.717;-6.869;0.036;0.00417;0.406;0.136;0.589;118.515;6
Itay Levi;30.0;0.655;0.757;-2.979;0.113;0.264;;0.224;0.848;163.963;9
The Hellacopters;47.0;0.211;0.973;-3.292;0.154;0.0015;;0.0597;0.309;154.295;1
Super Besse;41.0;0.517;0.881;-6.079;0.0541;0.00709;0.72;0.118;0.832;166.985;6
Circa Waves;47.0;0.793;0.838;-5.699;0.0306;0.0383;0.0262;0.349;0.657;116.026;6
Go Ahead And Die;36.0;0.261;0.922;-6.305;0.118;6.23e-05;0.0289;0.378;0.31;148.677;8
Griff;60.0;0.824;0.3;-6.678;0.0565;0.854;;0.174;0.227;112.867;9
Shiruetto;26.0;0.725;0.804;-10.193;0.46;0.0796;;0.224;0.531;107.965;6
The Kingsmen;66.0;0.623;0.709;-9.818;0.0636;0.102;;0.0967;0.948;122.394;1
The Smashing Pumpkins;60.0;0.371;0.866;-7.426;0.039;5.91e-06;0.58;0.196;0.447;87.254;10
The Jon Spencer Blues Explosion;56.0;0.311;0.882;-3.26;0.215;0.00895;0.205;0.253;0.435;162.189;2
Jack Stauber;76.0;0.705;0.373;-9.066;0.0384;0.723;0.81;0.289;0.551;120.046;9
Netta;65.0;0.786;0.712;-5.349;0.0678;0.0706;;0.236;0.795;130.144;9
KillRadio;22.0;0.691;0.748;-9.94;0.05;0.0791;1.34e-05;0.115;0.548;103.012;10
Black Sabbath;42.0;0.419;0.857;-11.931;0.0322;0.000508;0.0101;0.3;0.63;96.296;10
Slowdonia;38.0;0.117;0.061;-25.826;0.0344;0.839;0.958;0.0928;0.0384;71.661;7
Showbiz & A.G.;41.0;0.735;0.853;-6.921;0.321;0.00515;;0.089;0.482;88.371;5
John Brim;31.0;0.699;0.532;-9.765;0.0361;0.844;0.000758;0.118;0.682;126.091;2
FEVER 333;44.0;0.633;0.885;-2.626;0.144;0.0294;;0.339;0.394;92.075;10
Pet Deaths;34.0;0.409;0.51;-10.333;0.0307;0.205;0.0918;0.0813;0.138;137.19;6
Metallica;73.0;0.54;0.584;-9.579;0.0254;0.0108;0.00296;0.253;0.244;139.261;8
Vibe Street;53.0;0.813;0.706;-9.482;0.0642;0.0696;0.227;0.117;0.557;115.001;9
As Everything Unfolds;41.0;0.466;0.938;-5.176;0.0703;0.0023;1.69e-06;0.232;0.287;85.539;8
Angelo King;35.0;0.751;0.88;-3.079;0.109;0.0599;;0.327;0.928;100.047;9
Cheap Trick;71.0;0.806;0.462;-12.778;0.0298;0.78;0.0134;0.15;0.736;92.726;10
StarBoi3;85.0;0.647;0.608;-6.831;0.42;0.13;;0.0584;0.474;125.994;9
The Kooks;74.0;0.391;0.808;-6.209;0.0892;0.0759;;0.149;0.737;100.304;6
Nelly Furtado;82.0;0.808;0.97;-6.098;0.0506;0.0569;6.13e-05;0.154;0.868;114.328;9
You Me At Six;56.0;0.633;0.766;-6.696;0.0445;0.00791;0.00292;0.253;0.394;133.017;1
George Harrison;60.0;0.46;0.586;-6.32;0.0281;0.446;1.74e-05;0.0831;0.489;122.014;0
Bottle It Up (feat. Greta Stanley);37.0;0.827;0.519;-9.547;0.0337;0.768;0.00328;0.11;0.812;119.003;0
Berried Alive;37.0;0.279;0.969;-4.005;0.334;0.000418;0.659;0.389;0.34;159.794;8
Young M.A;61.0;0.833;0.766;-4.309;0.406;0.0796;3.82e-06;0.158;0.63;144.916;5
Patrick Sweany;53.0;0.403;0.394;-8.368;0.0257;0.426;0.0133;0.135;0.471;81.675;2
New Young Pony Club;19.0;0.831;0.444;-5.787;0.0433;0.000351;0.000216;0.0724;0.924;121.994;6
Between Oceans;37.0;0.392;0.951;-5.992;0.116;6.47e-05;;0.247;0.438;160.005;10
Swearin';25.0;0.326;0.897;-6.622;0.0793;0.0093;0.288;0.115;0.401;164.741;1
Ethan Tasch;42.0;0.548;0.543;-7.309;0.0315;0.234;7.64e-06;0.107;0.584;80.979;6
Masters Of Reality;46.0;0.606;0.457;-16.129;0.0358;0.0987;0.856;0.146;0.213;81.941;10
Bowling Green John Cephas;38.0;0.724;0.314;-10.887;0.0718;0.813;0.937;0.146;0.877;114.668;2
Duran Duran;47.0;0.645;0.867;-2.326;0.182;0.119;1.98e-05;0.413;0.337;113.988;9
Foo Fighters;69.0;0.234;0.865;-5.131;0.0516;3.62e-05;0.000532;0.289;0.194;137.107;10
The Weeknd;94.0;0.65;0.825;-4.645;0.0325;0.0215;2.44e-05;0.0936;0.593;118.091;9
Killing Joke;54.0;0.393;0.964;-8.838;0.144;0.000735;0.0196;0.34;0.352;151.898;6
Bleeding Through;34.0;0.261;0.916;-6.726;0.147;0.00063;0.000339;0.104;0.295;146.328;8
Juhn;68.0;0.83;0.77;-3.364;0.1;0.444;7.24e-05;0.23;0.739;82.001;9
C. Ramchandra;27.0;0.438;0.72;-8.68;0.0614;0.579;;0.301;0.94;102.259;3
Just Geo;10.0;0.836;0.823;-3.513;0.0583;0.00343;0.472;0.0665;0.896;139.968;5
Ruben Haag;36.0;0.512;0.151;-17.262;0.0437;0.808;0.0489;0.137;0.805;168.77;7
Sunn 0)));31.0;0.0755;0.0167;-11.802;0.0477;0.162;0.671;0.118;0.0334;75.151;8
Wand;37.0;0.631;0.883;-6.683;0.0567;0.242;0.454;0.11;0.38;108.005;1
Arctic Monkeys;72.0;0.535;0.948;-4.19;0.0356;0.00225;;0.376;0.778;103.183;1
Lynyrd Skynyrd;44.0;0.62;0.688;-9.09;0.0539;0.044;0.0097;0.112;0.832;122.986;10
La Dispute;47.0;0.407;0.858;-3.973;0.11;0.0476;;0.206;0.293;141.882;10
newfamiliar;36.0;0.724;0.447;-9.72;0.0508;0.697;1.43e-06;0.0971;0.417;123.01;9
Bananagun;25.0;0.491;0.817;-9.656;0.0644;0.129;0.0479;0.275;0.895;156.248;6
Saweetie;72.0;0.882;0.839;-3.193;0.082;0.156;;0.132;0.71;117.032;9
Spank Rock;16.0;0.777;0.693;-10.473;0.439;0.246;0.0139;0.249;0.485;126.005;1
My Vitriol;35.0;0.278;0.975;-3.406;0.0745;1.04e-05;0.000181;0.0613;0.505;172.335;10
Tommy Castro;25.0;0.536;0.954;-2.616;0.0765;0.0302;0.000342;0.0764;0.808;155.837;2
Gang Of Four;38.0;0.65;0.518;-9.069;0.301;0.00721;0.13;0.0969;0.603;138.822;1
Nathaniel Rateliff & The Night Sweats;66.0;0.699;0.579;-6.504;0.0416;0.267;0.00602;0.452;0.128;109.948;6
Talking Heads;3.0;0.66;0.485;-8.101;0.0258;0.244;0.0102;0.0585;0.828;99.828;1
Sublime With Rome;56.0;0.677;0.716;-6.312;0.272;0.0367;;0.148;0.828;164.022;10
beabadoobee;49.0;0.353;0.392;-13.039;0.0339;0.931;0.0439;0.337;0.168;84.586;6
S1mba;43.0;0.78;0.601;-7.858;0.119;0.478;;0.278;0.765;108.039;9
Big Head Todd and The Monsters;37.0;0.58;0.843;-5.575;0.094;0.00321;0.112;0.222;0.666;138.034;2
Willie Mabon;33.0;0.727;0.0991;-22.487;0.252;0.895;5.81e-06;0.0989;0.663;109.727;2
"Clarence ""Gatemouth"" Brown";44.0;0.728;0.054;-22.557;0.038;0.91;0.048;0.12;0.425;78.033;2
Mattiel;19.0;0.398;0.862;-5.456;0.0468;0.0353;0.000192;0.333;0.845;172.555;1
KidEyes;36.0;0.604;0.932;-3.955;0.058;0.0169;;0.154;0.307;90.017;10
Big Mama Thornton;37.0;0.292;0.372;-13.595;0.0404;0.355;0.000448;0.286;0.384;75.98;2
Young Stoner Life;86.0;0.887;0.485;-9.358;0.2;0.0392;;0.141;0.328;125.987;9
Carmen;23.0;0.468;0.86;-7.361;0.135;0.000706;0.00205;0.323;0.665;137.211;10
Better Oblivion Community Center;58.0;0.592;0.805;-7.995;0.0371;0.000128;0.000211;0.0916;0.505;116.072;1
Greta Van Fleet;58.0;0.456;0.943;-3.819;0.0553;0.00753;0.143;0.078;0.666;148.017;10
FEVER 333;33.0;0.499;0.642;-5.425;0.0631;0.0164;0.925;0.254;0.107;161.945;10
Luca George;39.0;0.882;0.553;-5.319;0.075;0.149;;0.292;0.632;110.971;9
Brian Brohn;46.0;0.377;0.133;-15.975;0.0424;0.987;0.933;0.109;0.123;144.425;7
Pearl Jam;52.0;0.587;0.252;-10.071;0.0358;0.842;;0.0946;0.332;117.296;10
Tai Verdes;69.0;0.872;0.501;-8.909;0.0468;0.371;;0.0939;0.848;119.964;9
HousePlants;30.0;0.73;0.585;-11.02;0.0418;0.187;0.0139;0.0962;0.783;110.031;9
Tracy Chapman;55.0;0.787;0.255;-14.733;0.0399;0.777;0.00959;0.101;0.6;105.97;2
King Gizzard & The Lizard Wizard;53.0;0.547;0.647;-8.53;0.0728;0.00431;0.66;0.1;0.404;166.214;10
Ofenbach;87.0;0.734;0.855;-4.578;0.135;0.0821;4.73e-06;0.0901;0.54;121.955;9
New Moon Jelly Roll Freedom Rockers;32.0;0.502;0.472;-13.662;0.161;0.59;0.00267;0.087;0.754;104.404;2
Unified Highway;44.0;0.73;0.631;-6.808;0.107;0.00576;;0.259;0.652;94.976;10
Olivia Rodrigo;95.0;0.439;0.61;-7.236;0.116;0.593;1.07e-05;0.341;0.172;181.088;9
Pist-on;27.0;0.349;0.672;-8.193;0.0366;0.00184;3.71e-05;0.245;0.236;77.375;10
MOD SUN;60.0;0.461;0.825;-3.583;0.115;0.0246;;0.224;0.412;198.045;9
Hero The Band;37.0;0.514;0.948;-3.888;0.0599;7.36e-05;1.24e-05;0.113;0.343;160.009;10
The Futureheads;56.0;0.36;0.895;-3.795;0.117;0.0329;1.18e-06;0.06;0.424;168.214;10
The Anix;47.0;0.4;0.906;-4.761;0.058;5.12e-05;0.657;0.278;0.227;100.052;1
Daryl Hall & John Oates;78.0;0.751;0.501;-12.151;0.0551;0.234;0.112;0.0467;0.902;167.057;10
The Specials;64.0;0.906;0.45;-8.003;0.0627;0.149;0.000232;0.168;0.969;103.476;10
Blindside;39.0;0.414;0.484;-13.059;0.0464;0.982;0.617;0.116;0.305;113.26;10
Noah Cunane;49.0;0.616;0.753;-5.912;0.0485;0.106;;0.267;0.553;85.002;5
Meena;29.0;0.559;0.542;-6.523;0.0362;0.404;1.06e-05;0.208;0.359;129.241;2
EKKSTACY;56.0;0.865;0.226;-14.259;0.0925;0.749;0.000917;0.0656;0.675;113.979;5
Dullah Beatz;12.0;0.655;0.723;-5.017;0.0457;5.77e-05;0.913;0.125;0.591;139.933;5
Bush;50.0;0.51;0.957;-3.968;0.149;0.00268;0.0697;0.267;0.389;97.642;10
Smilez and Southstar;49.0;0.693;0.88;-3.228;0.0661;0.0901;;0.211;0.397;88.088;5
TOOL;53.0;0.29;0.728;-9.929;0.115;0.000495;0.402;0.128;0.0487;162.744;8
CABAL;34.0;0.547;0.955;-6.288;0.122;7.57e-06;0.949;0.395;0.303;119.998;8
Alcest;45.0;0.156;0.901;-8.03;0.0562;1.99e-05;0.806;0.035;0.171;145.627;8
Skyzoo;50.0;0.654;0.949;-3.489;0.326;0.423;3.23e-05;0.0947;0.649;92.878;5
Amber Mark;38.0;0.69;0.47;-8.293;0.0392;0.662;0.000232;0.0905;0.628;147.942;5
Diskopunk;46.0;0.735;0.798;-3.829;0.0578;0.00697;0.00968;0.194;0.501;115.98;10
Alice Phoebe Lou;46.0;0.558;0.508;-8.398;0.0308;0.498;0.000467;0.154;0.512;155.782;1
Grand Magus;38.0;0.448;0.78;-7.635;0.0606;0.000558;0.000724;0.152;0.611;136.732;8
St. Louis Jimmy Oden;33.0;0.679;0.228;-14.992;0.0421;0.993;0.0363;0.164;0.491;82.516;2
"Christone ""Kingfish"" Ingram";41.0;0.534;0.649;-5.526;0.041;0.0438;0.00474;0.0946;0.528;159.88;2
Big Head Todd and The Monsters;37.0;0.58;0.843;-5.575;0.094;0.00321;0.112;0.222;0.666;138.034;10
The Texas Gentlemen;41.0;0.51;0.723;-6.72;0.0331;0.0367;7.88e-05;0.161;0.499;89.964;2
Of Mice & Men;39.0;0.497;0.159;-18.554;0.0414;0.00204;0.871;0.113;0.036;110.079;10
Verzache;73.0;0.748;0.297;-10.613;0.132;0.485;0.27;0.138;0.114;123.983;9
TOTO;53.0;0.482;0.471;-13.873;0.0334;0.181;0.00167;0.112;0.342;88.557;10
INXS;39.0;0.346;0.911;-5.348;0.0432;4.09e-06;0.902;0.28;0.396;137.934;10
My Kid Brother;38.0;0.711;0.689;-2.919;0.0524;0.114;;0.0696;0.443;115.01;10
Korpiklaani;50.0;0.385;0.927;-4.57;0.0535;1.67e-05;0.0004;0.377;0.487;180.08;8
Weakened Friends;32.0;0.546;0.853;-5.361;0.064;0.000198;1.05e-05;0.069;0.771;128.056;10
I Will Be Your Shield;44.0;0.362;0.142;-14.888;0.0378;0.891;0.00021;0.0983;0.19;79.722;0
Moskva-Kassiopeya;23.0;0.167;0.499;-8.553;0.0392;0.27;0.92;0.108;0.0394;111.945;6
Joanne Shaw Taylor;41.0;0.374;0.849;-6.812;0.0437;0.0231;0.267;0.335;0.644;177.768;2
Van Halen;74.0;0.526;0.978;-5.436;0.108;0.00122;4.75e-05;0.0744;0.451;141.167;10
Jade Bird;55.0;0.778;0.145;-11.95;0.0503;0.892;4.4e-06;0.126;0.24;109.071;9
Diamond Qing;55.0;0.789;0.757;-7.714;0.442;0.445;;0.19;0.848;139.613;5
Buckcherry;57.0;0.54;0.773;-3.627;0.0288;0.0315;;0.176;0.381;130.952;10
Aerosmith;41.0;0.5;0.981;-3.463;0.0808;0.000791;0.000105;0.468;0.501;129.904;10
Nathan James;48.0;0.519;0.695;-7.582;0.14;0.00075;;0.0678;0.329;160.152;10
Britney Spears;78.0;0.751;0.834;-5.444;0.0437;0.3;1.77e-05;0.355;0.894;95.053;9
Shamir;37.0;0.346;0.594;-7.44;0.0662;0.228;0.00275;0.0964;0.362;176.051;1
Wildstreet;43.0;0.518;0.94;-3.199;0.0616;0.00881;;0.26;0.514;85.018;8
Backstreet Boys;45.0;0.649;0.429;-7.43;0.0239;0.231;;0.164;0.243;92.011;9
Ed Sheeran;85.0;0.641;0.324;-5.851;0.0299;0.698;;0.328;0.273;110.184;9
Sundara Karma;55.0;0.585;0.556;-5.075;0.0274;0.000686;0.000132;0.151;0.414;142.144;10
Static-X;46.0;0.575;0.942;-7.493;0.0571;0.000231;0.672;0.0696;0.401;130.056;8
Bernard Allison;30.0;0.581;0.752;-9.183;0.065;0.081;0.304;0.93;0.627;111.91;2
Bharath Kashyap;18.0;0.529;0.0609;-23.48;0.156;0.937;0.629;0.102;0.13;99.469;6
Helmet;37.0;0.459;0.835;-7.653;0.149;0.000538;0.000709;0.0779;0.224;121.026;10
Oliver Malcolm;18.0;0.691;0.753;-6.098;0.0634;0.000266;0.31;0.107;0.886;157.903;9
Kyuss;47.0;0.516;0.824;-10.027;0.0363;0.0695;0.753;0.236;0.882;102.044;8
Kat Von D;42.0;0.464;0.943;-4.777;0.0338;0.00247;0.452;0.191;0.36;145.004;1
